title,weight,price,image
Thailand Jackfruit,1Kg,24.5,https://www.luluhypermarket.com/medias/374758-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNDgxNXxpbWFnZS9qcGVnfGltYWdlcy9oZDIvaGUwL2gwMC85MTk5MTgxMTY4NjcwLmpwZ3wxMzllMDM0MjMxOTIwYTgxOGM5ZTQ0ZWY0YzczNzU2OTU2MzNhM2U0MDRlNGY3MjhiZTY3MmM0MzNmODdlZGUy
Fresh Cut Citrus,250g,4.5,https://www.luluhypermarket.com/medias/1055563-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODYwOHxpbWFnZS9qcGVnfGltYWdlcy9oOTMvaDM1LzkxNDgyMzE5NzQ5NDIuanBnfGQzMzFhNDY3MjI0ZjllMzRhMzkwNDA5NjU2NGIzZWUzYjEzZjQwNTkyY2ZiMDM4NzZkNWE4MGI2NDVkZjM0NzU
Mango Ripe Thailand,1kg,39.5,https://www.luluhypermarket.com/medias/376793-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTYxNnxpbWFnZS9qcGVnfGgyNC9oNmMvOTczNjYzMDY2NTI0Ni8zNzY3OTMtMDEuanBnXzMwMFd4MzAwSHwyMTljMTBjNjk2OGQ0NjI1ZGY4NDAwNWE4Yjc2NTY4MDYwOThhOTJlZmFiNzBlYjYzNGFiZDY1YWI1ODE4MGZm
Kale Leaves Bunch USA,200g,10.5,https://www.luluhypermarket.com/medias/260919-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNDEyN3xpbWFnZS9qcGVnfGltYWdlcy9oMjYvaDM4LzkxNDc5OTI4OTk2MTQuanBnfDJiOTg1YWY1NDYyNGMxOThiODQ0MDY0NjVlODI5OGY5NjU4MjI5MjZlYzc1YTQxM2YyYTJiN2M5YTE4MGU1NjY
Soursop Sri Lanka,1.5kg,36.75,https://www.luluhypermarket.com/medias/1345365-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0Njc0MHxpbWFnZS9qcGVnfGg5My9oZjMvOTczNjU2Mzc1Mjk5MC8xMzQ1MzY1LTAxLmpwZ18zMDBXeDMwMEh8NjU1ZmVlODc4NjFlN2Q0OTA3YTMzOWI4ZjczODQxODFlYjM4MzllNjUzODk4MGNlYjkwOGY3MmRhNDIwMGM4OQ
Premium Eggplant Big Qatar,1pkt,5,https://www.luluhypermarket.com/medias/1391743-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzAyM3xpbWFnZS9qcGVnfGhjMC9oNTMvOTc4ODUxNjA0MDczNC8xMzkxNzQzLTAxLmpwZ18zMDBXeDMwMEh8ZjRmM2M1NTcxNDZjOWQzMWYzNDBkY2YyNWExNDI2ZTc3ODc0NzRjNjg3MzZkODEzNTBiN2I4ZWIxZDI4YTZhOA
Organic Zucchini,1pkt,9.5,https://www.luluhypermarket.com/medias/1555324-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzEwNHxpbWFnZS9qcGVnfGhkZi9oOWUvOTc4ODU5Mjg4MTY5NC8xNTU1MzI0LTAxLmpwZ18zMDBXeDMwMEh8ZDc3OGRlNzZlMDExMWNiZjliYTAzMWUwMzU3Y2Y2M2YyODU1ZDUyMWFiM2IyNGRmOTBhMzJjOTA3OGViYmRiYg
Thailand Lime Leaves,100g,4,https://www.luluhypermarket.com/medias/191394-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NTEwMnxpbWFnZS9qcGVnfGgxNC9oNjgvOTUzODIzNTk5MDA0Ni8xOTEzOTQtMDEuanBnXzMwMFd4MzAwSHwyOTM1ZGZlZjk1ZDY3MWY3YjEwZGU5ZjFhOTEyY2YwZDRmZmQ4YWQxYzk3MWFlZjBkMzcxYTNiZWZiODE2ZjEx
Organic Sweet Corn,1Packet,19.5,https://www.luluhypermarket.com/medias/878446-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNzc4MnxpbWFnZS9qcGVnfGltYWdlcy9oM2IvaDJmLzkxMTk0MTQ0NTIyNTQuanBnfGY5ZTYzNDcwYjE0YzdhZDg5YzFiM2YzYjJkY2FlYjlhZmRjNmU4OTU1ODJlN2RjZDljODA4NzFhZjIwZWQxYjg
Banana Yellow India,1kg,10.25,https://www.luluhypermarket.com/medias/18621-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzc3N3xpbWFnZS9qcGVnfGltYWdlcy9oNWEvaGVmLzkxNDc4MjU3ODI4MTQuanBnfGEyZmUzODJiMTNjZjEyZjhiNTNhMmExNTg3NGI3Y2E0Y2U1NmMwNDE5MThjOTllOWRlN2RkNjQyMTQwNmJhMzA
Cherry Tomato Vine Holland,1pkt,29.75,https://www.luluhypermarket.com/medias/522484-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1OTU2NHxpbWFnZS9qcGVnfGltYWdlcy9oMWEvaGU5LzkwNjk5MzU1OTE0NTQuanBnfDI3NTk0MjkzMTNlODE5MjZhMTYwMTA5MjM5NjVmN2I4NzNmYTE5MGVlOTBjNmFlMWI5ODgwOWJiOTMxYmU1NmE
Strawberry USA,1pkt,24.75,https://www.luluhypermarket.com/medias/1149005-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0Njk2OHxpbWFnZS9qcGVnfGltYWdlcy9oZDgvaDU1L2gwMC85Mjk3NzQ2NDYwNzAyLmpwZ3xhMGEwNmZlMGFhZTY4N2NmYWJmODhiNmQ5YTVkNmVlNjFjMjExMTM4MTNmMDhiZjAyZDAxZTNiODM1MzcyMjkw
Ginger China,250g,2.25,https://www.luluhypermarket.com/medias/18660-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDU4NHxpbWFnZS9qcGVnfGgyMy9oZDUvOTUxNDQ4ODM5Nzg1NC8xODY2MC0wMS5qcGdfMzAwV3gzMDBIfGJiYTkyNmQxM2YwODExODgwMDU1ZmY4MGM1ZWViMDdkNzE0NTVlZjI4ZTU4MTBiNjAyZDA2MTRiODQzMzk4MmU
Farm Fresh Marrow,1kg,3.75,https://www.luluhypermarket.com/medias/649490-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjA3OXxpbWFnZS9qcGVnfGgwMy9oYTQvOTc4MDgyMTE5NjgzMC82NDk0OTAtMDEuanBnXzMwMFd4MzAwSHw3NGU4OGZiNDY4YmJkNDg3MWYzOGMxY2Y5MzAyN2FhMDZmN2FlNmY3MTk3NmZkNGVmZmZlODFiMjUxMDE3OGVi
Black Berry USA,125g,16.75,https://www.luluhypermarket.com/medias/261048-02.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1ODA0MXxpbWFnZS9qcGVnfGltYWdlcy9oZWYvaDVhL2gwMC85MjkzMzQ0MTQ1NDM4LmpwZ3wyOTIyOWE2MTA1ODZmYjU1YjlmYTc0YTVmYjlkMGU2ZWM0OGJhYjljZDEwZjNmYTdiZWJmZTRkNmEyYTJkN2Y1
Turnips,500g,1.75,https://www.luluhypermarket.com/medias/40194-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODgwMXxpbWFnZS9qcGVnfGltYWdlcy9oMjUvaGUxLzkxNDc4OTk2NDE4ODYuanBnfGQ1YjliYjEyYzY3ZjY5YTJhODE1YThlY2MyNmY0MGE5N2NiM2FiZjU5YmQ1Yjc5MzYyYTlmOGYyZGNjYTZhYzc
Onion Pakistan,1Kg,2.75,https://www.luluhypermarket.com/medias/1464830-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMDY4OHxpbWFnZS9qcGVnfGltYWdlcy9oYWYvaGZjL2gwMC85MzAyNzU5ODAwODYyLmpwZ3wwYjAxZWEzNTA1Njc0YmEyYWVmZDdhYjFjMmY1ZTYxYjg5YjZmOTVmODM0NDQ4NDBhYmY0MjI1ZWYyZTc4OGRm
Chilli,200g,2.5,https://www.luluhypermarket.com/medias/18563-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDk1OXxpbWFnZS9qcGVnfGhhMC9oM2UvOTUxNDMyMTM0NjU5MC8xODU2My0wMS5qcGdfMzAwV3gzMDBIfGQzNTY2MmQ2MzEwNTdiYTVhYjk0ZGZjMzgxODZjMTZiODI5ZGM4OTlkNWNlNDlkZDFmYjNjYTVhOTY2ZjFkMDg
Rambutan,Packet,15,https://www.luluhypermarket.com/medias/1128948-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MDAxMXxpbWFnZS9qcGVnfGltYWdlcy9oODQvaDgxLzkxNjY1NjY2ODY3NTAuanBnfDhmOGVlMzI3YTllMjQ3NTllZmFmMmRiZjExZGZiNTAyNDIyODQzNjllMGY4NmQxMGM3ZDRjODJjMmY0MzY0Zjg
Green Papaya Oman,1pc,8.75,https://www.luluhypermarket.com/medias/18706-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzUwNHxpbWFnZS9qcGVnfGltYWdlcy9oY2EvaDU0LzkxNDc4MzQwNDAzNTAuanBnfDJhMTZjNmRiZjliMWJhZmY0NTk4YmE3NjRlODM2N2NhYWJjYTgyNmQ2YWQ1YjRkNWEyNzU0Yjg2N2RiN2Q2NjI
Sugar Snaps Kenya,250g,6.25,https://www.luluhypermarket.com/medias/261049-0001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTE3MnxpbWFnZS9qcGVnfGltYWdlcy9oNjkvaGVmLzkxNDc5OTQwNzkyNjIuanBnfDY1YmZiNjJmOGUyMjg4ZGRiZGZjMWEyMWUyOWJmYzkwMThhNDk2ODMxNGM1OGIzMTBlNDlkZjMxNGZiNDU1Njk
Blackberry USA,170g,22.75,https://www.luluhypermarket.com/medias/618920-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1Mjc1MnxpbWFnZS9qcGVnfGg1Yy9oMTkvOTcyMDM2ODgyNDM1MC82MTg5MjAtMDEuanBnXzMwMFd4MzAwSHxlMTk5OWFhNTJjNDliMmE3NmVmNmI2ZDNmODZmMWJlYmM4ZDRjNmViOTY0OGQ4MGM1ZmZhODU5Mzg3YzI4MjM5
Avocado Hass,1 Packet,16.75,https://www.luluhypermarket.com/medias/706138-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzY5OXxpbWFnZS9qcGVnfGltYWdlcy9oODEvaDA3LzkwNzIxMjc5MzQ0OTQuanBnfDRkN2JlNzJkOWM5NjYwNjUyYWExNWZlNGI5ZmE1YjZlMmZlNDlkZWQ0MDZjZmU5YjJkN2ExYTkyNDk2ZTNkODg
Banana Leaf India,1pc,1.25,https://www.luluhypermarket.com/medias/40391-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNzc4OHxpbWFnZS9qcGVnfGgwMi9oZWEvMTA0MTQ5NzYwNzM3NTgvNDAzOTEtMDEuanBnXzMwMFd4MzAwSHxhZGUyNjU3MTc1M2RjYTBhMmIyMWI2OGZkMzczZjFlNDIyZDk1ZTkzZjlhMTczMjVlMTg3OWY5OTAxMTZhMmYz
Rocket Leaves Italy,1pkt,10,https://www.luluhypermarket.com/medias/384398-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w3OTQyfGltYWdlL2pwZWd8aW1hZ2VzL2hlNy9oM2UvaDAwLzkzMTYyNDAyMjgzODIuanBnfDk0OTI0NzNmMDg3ZGRiYmYzZTIyN2YwNDI5MjUxNmJhOTE3ZjRkNTBlZDU4ODczZGExY2MwZjQ5ZDUyZDNmY2I
Lollo Rosso Holland,200g,8.75,https://www.luluhypermarket.com/medias/42579-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1ODExOHxpbWFnZS9qcGVnfGltYWdlcy9oZTMvaDBhLzkxNDc5NDIxMDkyMTQuanBnfGU2YmVhMTMwNjU5YjJlNmYzNzdkNDA3NTljZTM4ODk5MTMxNDc5NDllNjYyNjM3MzFiOWI2MWRlNzczODlhMjQ
Pears Coscia Spain,1kg,12.5,https://www.luluhypermarket.com/medias/377409-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMjk0OHxpbWFnZS9qcGVnfGltYWdlcy9oYTkvaDFiLzkxNDg3OTEzNTc0NzAuanBnfGNjYWFkMTZjYWJiNzAyMjEyNWMzZTQ5NWM1ZDA0ZjAzYjY2YWZlNTM0NzI0M2Q5NmQxYmZkNzJmNGVhY2E4OGM
Organic Blueberry,1 Pack,26.75,https://www.luluhypermarket.com/medias/505977-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTMzNnxpbWFnZS9qcGVnfGltYWdlcy9oNDkvaGQyLzkxMDg3NjAwMDI1OTAuanBnfDkzMzIwZDBjZDQ1YjA0NmY5NzhkMzcxY2I5MDc3NWU2YTBhOTUxYzMwMzZlODYzYzBiMzhkN2VkZmI5NzNiZmQ
Papaya Fruit India,1kg,10.75,https://www.luluhypermarket.com/medias/18671-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDg4M3xpbWFnZS9qcGVnfGgwMi9oNzMvMTA0NDgwODYyMzcyMTQvMTg2NzEtMDEuanBnXzMwMFd4MzAwSHw4MmEzYzg0NjUyMzkzNjkzZWIzNzI1YWY5MWJkN2IyMTdjNWNlZjgzN2JjZjIwODRmMzA2NGM0YmU0ZDg0YjIz
Premium Cucumber Qatar,1pkt,7,https://www.luluhypermarket.com/medias/1377977-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1NTQwNnxpbWFnZS9qcGVnfGg3MS9oOWIvOTc4ODUyODY4OTE4Mi8xMzc3OTc3LTAxLmpwZ18zMDBXeDMwMEh8YTRhM2MyZDhiM2MzMDYyNjgwYWMxMzFhMGNlNDAxYzVlZWI4NDljY2Y5OTM5ZGFlYjQ0M2JkYmZkODNhMTNjOQ
Banana Flower/Blossom,500g,6.5,https://www.luluhypermarket.com/medias/386228-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODM5OXxpbWFnZS9qcGVnfGhkMy9oMDUvOTcyOTQ5MTg2MTUzNC8zODYyMjgtMDEuanBnXzMwMFd4MzAwSHxkYjAzNzI4MDZjYzcyNWI4NGIzYzkyMmIyODMwOWFiNDVkZTNiZWNkOWM5YmFhNmNiY2Y2OTBhMTZhNjBkNjZj
Lemon Grass Thailand,100g,4,https://www.luluhypermarket.com/medias/19092-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTczN3xpbWFnZS9qcGVnfGltYWdlcy9oYTkvaDlhLzkxNDc4NzM2MjQwOTQuanBnfGFlYjQ5NWQwNTllOWRlNTdmMmQ1NzU1YWI0ODhkZjE0ZmI3YjA1ODRlMGU2YTk0NmU1ZWJlNTRiYTI1MjE2ZTY
Baby Beetroot,1pkt,16.75,https://www.luluhypermarket.com/medias/1617760-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4NjE0NnxpbWFnZS9qcGVnfGg2Ny9oMTcvOTY2NjQyMzIyNjM5OC8xNjE3NzYwLTAxLmpwZ18zMDBXeDMwMEh8OWQ5ZmViYTNlNGFlYTYzODU2ZTg4MzRkYjJhYTUyYzdiNWE0OTJiODYzM2E0MDc2NzNkMmJiZjliMzY4ZjRmNA
Farm Fresh Capsicum Red,500g,6.25,https://www.luluhypermarket.com/medias/649513-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzODQ2NXxpbWFnZS9qcGVnfGhhYS9oNzEvOTc4MDgzNjQzMzk1MC82NDk1MTMtMDEuanBnXzMwMFd4MzAwSHxjZTQyODVhMzhhYTdmNDA1ZDBjM2M0MDcwY2MxZTQ5NzFlM2EwMDFkZmM4ZTA1YmE3YjRhYjRjMWM3OTVhZjg0
Kumato Tomatoes Holland,1pkt,19.75,https://www.luluhypermarket.com/medias/258416-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NjEyMXxpbWFnZS9qcGVnfGltYWdlcy9oMTYvaGI2LzkwNjk2MzYwMjYzOTguanBnfDNkMWUxZWJhNjFkN2M4YTFiYTNiYTIwYTc4ZDA4MjJjYTM1MWU5YzAwOWNkZWRkMzU3NDZlNjYzZTY2NzQxM2U
Ash Gourd,1Kg,11.75,https://www.luluhypermarket.com/medias/687834-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzODgyOXxpbWFnZS9qcGVnfGg0MC9oODAvOTY3ODI2NzQ0OTM3NC82ODc4MzQtMDEuanBnXzMwMFd4MzAwSHxjNzFhYTE4YzFjMmZlODA3OGFiZjk1ZThlODgxNTg2Y2ZmNzdjNjFhOWVjMzQwOTNiODk4Yzk4ODVlMWU0Njc3
Grapes White,1kg,8.75,https://www.luluhypermarket.com/medias/18700-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTg0NnxpbWFnZS9qcGVnfGltYWdlcy9oMmQvaDA5LzkxNDc4MjkzMjE3NTguanBnfDY5YjFjOGQ4ODQ2NzI3YTllZTRiZGU1NmQ4NDAzNWE3NmY0MDcwNjQ5MThhOWE0OWI5YmRkY2JmYjE3ZThlZDM
Holland Cauliflower,800g,24.75,https://www.luluhypermarket.com/medias/18803-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTkxNHxpbWFnZS9qcGVnfGltYWdlcy9oYzkvaDA4LzkxNDc4MzkzNDg3NjYuanBnfGJkMjY2YmI4MWY3ZjMxNjRjODAwNzI5YWM0OTM1MjA1OGRhZDVlZmFlOGU0MjYyYmUzY2UwYWQ4N2FkOWY3MTI
Tapioca Sri Lanka,1kg,9.25,https://www.luluhypermarket.com/medias/42572-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMjY1OXxpbWFnZS9qcGVnfGltYWdlcy9oYzQvaGU3L2gwMC85MjM0MzQ4ODM0ODQ2LmpwZ3xiMDEwZWU3MmFmN2M0OTNhN2I3OGQ2YTg0ZjA3ODkwMDU2Y2UyZGI0MjkyMzA3ZmFkMTgzYmU1ZDRhYWZjNGVk
Nadorcott Mandarin Morocco,1kg,9.75,https://www.luluhypermarket.com/medias/893596-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NDEwMnxpbWFnZS9qcGVnfGg1Ni9oOGQvMTA0ODI1NzExNDkzNDIvODkzNTk2LTAxLmpwZ18zMDBXeDMwMEh8MTUxY2JlZjM0NjdkNzc1MjIxNTMzMDFkY2U3NGViYjI0YzI1YWY3NjJiNmEwYmFhMWQ2ODI4NmViMzMxYWJjNA
Grapefruit Turkey,1kg,4.5,https://www.luluhypermarket.com/medias/36326-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNTA5NnxpbWFnZS9qcGVnfGltYWdlcy9oZGUvaDU1LzkxNjc4OTI2MTExMDIuanBnfDNkYWEwZGY3NjkwYjExYWUzYTcxNTY2OGFmYjlkYzlkZjUwMjlkYWRkYmNlNzE0Y2U1YmExZmI4YmZhNjJhZjk
Snow Peas,250g,6.25,https://www.luluhypermarket.com/medias/18852-0001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDkwOHxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDZjLzkxNDc4NDg3ODU5NTAuanBnfGM4ZTc5YmViYmE3NjgxNDhhYjE4MTE5N2Y2ODg5ZGNhMTA1MWE1NDNkY2FiYzY5YjNhMDE0Y2I5ZTU5MmJkNDg
Fresh Papaya Cuts,250g,5.25,https://www.luluhypermarket.com/medias/1042647-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODAwMXxpbWFnZS9qcGVnfGltYWdlcy9oYmIvaGNmLzkxNDgyMjQzMDcyMzAuanBnfDVmM2VhM2ZlMmMzNDQxMWNhYjIxNDJiMzllZTE5M2E0M2FkZjk5Y2NjZjZkYjE2MDAzYzhjZjIzNzI0NDZkMjQ
Farm Fresh Cabbage,1kg,2.25,https://www.luluhypermarket.com/medias/649498-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDM5M3xpbWFnZS9qcGVnfGhkMS9oYzgvOTc4MDgyNjczNDYyMi82NDk0OTgtMDEuanBnXzMwMFd4MzAwSHw4Yjc2OGUzNDNkZWRmODE5ZWJkNDA2NGY5NzljODAzYTNmYTE1NjcxYTc0YzVjNjY1MTgwYTY4MzAwMTg3YjAw
Fresh Black Tamarind (Kudam Puli/ Brindleberry/Garcinia Cambogia),250g,4.75,https://www.luluhypermarket.com/medias/372443-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MzE2M3xpbWFnZS9qcGVnfGg4Yy9oNTcvOTg4OTgxNDQxMzM0Mi8zNzI0NDMtMDEuanBnXzMwMFd4MzAwSHw2OTdiZjFmODE0OWVjMTFmYzQ1OGVmZmMyM2UyM2RkOGY5ZDE0ZGIwODM5MzQ5ZmY5MmU3MmJiYmMzZTg2OWQ0
Apple Red Serbia,1kg,4.75,https://www.luluhypermarket.com/medias/1654928-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNDk1NnxpbWFnZS9qcGVnfGg1OC9oMTYvOTk1NTg1MzI3MTA3MC8xNjU0OTI4LTAxLmpwZ18zMDBXeDMwMEh8NTdmMjUzNWUxOWMxNjUxNjY5NjQ4ZGZiNzdkZWFkYTdjMjE0NDhlYmUxOTkwNzdhYmJlNjc4N2NjMjhjYTRmMQ
Garlic India,200g,3.75,https://www.luluhypermarket.com/medias/40563-0001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDI2N3xpbWFnZS9qcGVnfGltYWdlcy9oZTcvaDEyLzkxNDc5MTU1NjcxMzQuanBnfDYzOWUyODlkOTUxMDhiOWUyMzFjYTEyNjg4MmZiOTVhZTdiOTk5ZDZlOWE3MzBmN2YxMzI4OWU3MTVmZDVkMTk
Capsicum Green Import,500g,14.5,https://www.luluhypermarket.com/medias/18796-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1MjczM3xpbWFnZS9qcGVnfGltYWdlcy9oYzEvaGQwLzkxNDg3MjMwMDM0MjIuanBnfDk1MmI2N2Y4YjdlMWZmMjk5MzdlNTVjN2VlYWM1NzAxZjU4ODRiMWY5YmRjNzlhMTcxYTA0MDY2NDUxMDdkNGQ
Pomegranate Red India (Anar),500g,10.75,https://www.luluhypermarket.com/medias/377341-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w3NjU5OHxpbWFnZS9qcGVnfGltYWdlcy9oZjAvaGUyLzkxNDgwMjg4Nzg4NzguanBnfGUyYzI5ZjI4ZDkyNjYyZDY3N2IyZTI0ZTM5YjU4OWJjNWRhOTQ3NTNjYzk1MjAzZWZhZGFlOTE5MjE4OWY1YTE
Passion Fruit Sri Lanka,500g,8,https://www.luluhypermarket.com/medias/372678-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzc3MnxpbWFnZS9qcGVnfGhkZS9oMjEvOTczNjU5NTE0NDczNC8zNzI2NzgtMDEuanBnXzMwMFd4MzAwSHw4OTg0ZTI1ZmUwYzVmOTI0MTMyNGI2OTU2NDg3YzZjOWM3NThiYjYxOWJiNmZiMDM4N2U2YmQzY2QxODRhMmRh
Yam India,1kg,7,https://www.luluhypermarket.com/medias/18661-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDYyNHxpbWFnZS9qcGVnfGltYWdlcy9oMzIvaDY0LzkxNDc4Mjg3MzE5MzQuanBnfDk4YjllY2M0Y2IwZTRjMjZkMWM2NzQ5YjMzZGE0ZDg4OWZhM2VlYTNhODM1N2YzYmFhOWEwNTk3MGFmZTllOWY
Brussel Sprouts Holland,250g,7.25,https://www.luluhypermarket.com/medias/19070-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNzc3M3xpbWFnZS9qcGVnfGltYWdlcy9oZGEvaDc4LzkxNDc4NzI0NDQ0NDYuanBnfGFiMTFjODA4MjViZmE2NWNhYjRhODc0ODA2ODRkOWZiNjIyZWI1ODFiNTBhOGNiNTRlZjIwYjcyMmY0ZmMwMzE
Apple Royal Gala Serbia,1kg,8.25,https://www.luluhypermarket.com/medias/1626804-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTM4N3xpbWFnZS9qcGVnfGltYWdlcy9oNmIvaGRhL2gwMC85MjczNzU5NTMxMDM4LmpwZ3xlZWViNjdiNzNiMThkYjg0NGQ4YThlMWQyZGMzZjNlNjE1NDUyNDY1MWU5NzI3ZDQzNGQwMTAwOGIyZjhiNjA2
Farm Fresh White Raddish,500g,2.5,https://www.luluhypermarket.com/medias/650954-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMTgyNHxpbWFnZS9qcGVnfGgzYi9oZGQvOTc4MDgzOTk3Mjg5NC82NTA5NTQtMDEuanBnXzMwMFd4MzAwSHxmYWIyNjljNmI0YmE4Yzk4YjFlMGU0ZGM5NGVjMmY4Nzk0ZmRlMTJjYWFiMzA1YzJiYjI3NjMxMTE5OTc1MzY2
Capsicum Red Import Holland,500g,12.75,https://www.luluhypermarket.com/medias/18797-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w2MTcyNnxpbWFnZS9qcGVnfGltYWdlcy9oOTgvaDVhLzkxNDg3MjM1OTMyNDYuanBnfGFhZjljYmZhNjBjMzliZGQ0ZDZkNWRkMjFlYzY5ZDI4Y2YyNjU3MmE1NGY1MThkMWRhNjA5ODE5ZjY1ODZmZDk
Drumstick India,3pcs,3.75,https://www.luluhypermarket.com/medias/40440-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MjEwfGltYWdlL2pwZWd8aW1hZ2VzL2g2ZS9oYjMvaDAwLzkyMzAwMTc1OTMzNzQuanBnfGE4ZmJiNTQxNjljYjZiYjczNzg3YjRiOWUyM2I4MzNkY2RjZjVmNWIzNmQ1MDZmYzMzNzE4MDQ4YzVhOTNkZWU
Bitter Gourd Green India,500g,5.75,https://www.luluhypermarket.com/medias/40590-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzMyMnxpbWFnZS9qcGVnfGltYWdlcy9oZmEvaDUxLzkxNDc5MTc5MjY0MzAuanBnfDA2ODExN2ZlN2RiZWJlMTYxZWY0NTQyN2I1N2ZkMzY4NjBhZjMzMGVlNDE3MmU3ZWQ3MmJmNzk2ODM4ZWNjZjc
Garlic China Small,1pkt,3.5,https://www.luluhypermarket.com/medias/1498854-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTA0NnxpbWFnZS9qcGVnfGhlNi9oMmMvOTY2ODM1MTIyOTk4Mi8xNDk4ODU0LTAxLmpwZ18zMDBXeDMwMEh8ZWRiM2Y4MjRlYjNkNzY4MzFhMGFkZmUzY2QyMmU0ODJlMjM1OTUwMjUwMzJiYmI1ODU3ZmNmNGYyZTAzOGZkNA
Sliced Mushroom,1Packet,7,https://www.luluhypermarket.com/medias/988488-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w2NDExOHxpbWFnZS9qcGVnfGltYWdlcy9oNTkvaGRkLzkwNzA2NDkzMTEyNjIuanBnfDkwMTMyOGM0Mjg5NDQ5N2JiNTY0ZTRhMTU4ZjVkMDQyNmViMjEwNDUzOWVjNzkxZWI0NGEwYjE0ZTBiZjBmZmM
Durian Sri Lanka,1.25kg,14,https://www.luluhypermarket.com/medias/1307143-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NjEzNHxpbWFnZS9qcGVnfGltYWdlcy9oMjcvaDM0LzkxNDg4NTk5MDgxMjYuanBnfDM3MDQ3YjgyMDQwNDhiMGZjMGNlN2E2YmUyNzUxMjI2YjllMzVmNGUyMTYxY2NiZGMzOGNhNzRhMjcxYmQxOGM
