title,weight,price,image
Lettuce Iceberg USA,500g,18.25,https://www.luluhypermarket.com/medias/553480-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MTQyNXxpbWFnZS9qcGVnfGhmYS9oNDIvOTczNDcyMjM1NTIzMC81NTM0ODAtMDEuanBnXzMwMFd4MzAwSHw1ZjllYjE1MjI3NzkyM2NlYjE3YmRlNmNjMTQ4ZTNiY2NjNWI0NTU2Y2I0NzkzNjc1MDU2NTdjOGE5N2UzNzM0
Avocados Hass Tanzania,500g,19.75,https://www.luluhypermarket.com/medias/18936-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTI1OXxpbWFnZS9qcGVnfGltYWdlcy9oZjMvaDQxLzkxNDc4NTM1MDQ1NDIuanBnfDI1NTI0N2JhZGFkMGNmYWFmNDg5MmQ2MjIyY2I4NjNjZjBjY2NiNTgwMzdkNGU1ZTE2YjUzNTRjOWNjNjExNjU
Sliced Water Melon,250g,5,https://www.luluhypermarket.com/medias/42894-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjkwMXxpbWFnZS9qcGVnfGltYWdlcy9oYzkvaGY0LzkxNDc5NDUwNTgzMzQuanBnfDI4Yzg1YWNiYzJiYjdmOTg5ODRkNGJhMjc2OWIxZGFiMDYyM2U1NzIxMWJmM2YwYWNlNjZkOWI0YmIyNWU0NTI
Indian Red Pumpkin,1kg,6.25,https://www.luluhypermarket.com/medias/373186-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjA5MHxpbWFnZS9qcGVnfGltYWdlcy9oYmQvaDY4LzkxNDgwMjA2MjEzNDIuanBnfDNlYTFjNDdiMzEzMDkwMjgyZjcwYWUyNTAxMzk3ZjZiZmI1ZWQxZDcyM2Y4MDIzOWY1ZTdhOTU2ZDFhM2Y5NDE
Premium Capsicum Red Qatar,1pkt,15.5,https://www.luluhypermarket.com/medias/1391741-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzODQ2NXxpbWFnZS9qcGVnfGhhNy9oMWMvOTc4ODUxNzIyMDM4Mi8xMzkxNzQxLTAxLmpwZ18zMDBXeDMwMEh8Yzk1MzlhZjdiZjljNWNkZjhjNmE5NGExMjFjOWZlY2FkYzkzZTY4MWVhYmQ5OGEzZmY4MDY5MDQ0N2U1ZGY3MA
Black Garlic China,250g,19.5,https://www.luluhypermarket.com/medias/1637660-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTY0NnxpbWFnZS9qcGVnfGhiNy9oMzEvOTU5NTg0ODYyMjExMC8xNjM3NjYwLTAxLmpwZ18zMDBXeDMwMEh8ZTU2YjQ1MmJjNThmOTQxYjQ4ZmE4ZDQyYzhmNzczNDYwNGQxMWFjNGU1ZjMyMzk1ZTIxYTQ5MzNkZTQ5NmFlMg
Raspberry,125g,16.5,https://www.luluhypermarket.com/medias/261036-02.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w1OTgwN3xpbWFnZS9qcGVnfGltYWdlcy9oMjQvaDM4L2gwMC85MjkzMzQyOTY1NzkwLmpwZ3w0YjA3OTVkNjQ5MDhlMzExMjUyOGUwOTk5MzVhMjI3ZmMxNTkxMzg0NDgwM2YyZmMzYjNjNDQ0ODQ5ZGQ0Yjhm
Banana Dole Srilanka,1kg,5,https://www.luluhypermarket.com/medias/380234-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNjI0OXxpbWFnZS9qcGVnfGg2Yi9oODgvOTc5MDMxNDg3Mjg2Mi8zODAyMzQtMDEuanBnXzMwMFd4MzAwSHw3NzljNGVkNTM3MDc5YjNkMjY5YzE4NTdkZjc5YmQzZWEzNGQ3Y2Y5NGIzNTc5ZjIwZTY2YzI4OTFjYmIzODFh
Strawberry,1 Packet,33.75,https://www.luluhypermarket.com/medias/388513-2002.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDIxOXxpbWFnZS9qcGVnfGhkYy9oNmYvOTk1MjUwMDA4ODg2Mi8zODg1MTMtJTIwMDIuanBnXzMwMFd4MzAwSHwxZDVkMTBlMGIzNzFlZTcyOTY1YzIwYjRjMGRkZWU1NTNlYTU5YmIxZjZiYWE3MjY2OGU2N2Y4MDViZWU4Mjdi
Coleslaw Salad Mix,1Packet,21.5,https://www.luluhypermarket.com/medias/488041-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MTUyM3xpbWFnZS9qcGVnfGltYWdlcy9oMmIvaGJlLzkwNjk4ODc4MTU3MTAuanBnfGEwNTJjMGMwNWQyOTA4MzA0M2FlYjQ2NzI1MGEzYzdlNjE1ZjdmZWIyNjdiNmVjOGJjNThjNTdiNGQ1NzE0Njc
Apple Golden Italy,1kg,6.5,https://www.luluhypermarket.com/medias/19110-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTA5N3xpbWFnZS9qcGVnfGltYWdlcy9oNWMvaDA4LzkxNDc4NzU5ODMzOTAuanBnfDM5MDY3MDI1N2Q2MjcyOTRiNTBkMzU0N2FkYWY1OTg1MWI5MTAzM2VlZWFmMDNmYmMzZGE5MDRjZWE4ZTk2NDk
Beetroot,500g,1.5,https://www.luluhypermarket.com/medias/40192-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDIwNnxpbWFnZS9qcGVnfGltYWdlcy9oNTcvaDEwLzkxNDc4OTkwNTIwNjIuanBnfDBlM2FjZTA5ZGQ2NWFmMTVmYTEwMTYyOGViNGM2NDdiZjZiNWFmNmQ1MDM3MGFmYTlmMzhlZmY4NWFjNTk2MDg
Red Chilli Long,250g,5.25,https://www.luluhypermarket.com/medias/261016-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDg1NHxpbWFnZS9qcGVnfGltYWdlcy9oNTgvaGFjLzkxNzg2MDg3NjI5MTAuanBnfGQxZTcwZDUyNzQwZjc1YzM0OWE3NzBhNTJjNjMwYjRjYjQ5M2MxYWRmNGM0ZDhjZWNlZDVmMzVmNTBhNzgwZDQ
Chickoo India,500g,8,https://www.luluhypermarket.com/medias/372414-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4NDYyfGltYWdlL2pwZWd8aGM2L2hhMy85NTc0MTI3MTQwODk0LzM3MjQxNC0wMS5qcGdfMzAwV3gzMDBIfDU5NzkzZDMyZjVjZWRjYmUyOGEwNWJmOThkYzQ5ZjgwY2Y5YzQxNzVlMGI1ODQxODA5ZDIwMDFiMDkwZWNiYmI
Beetroot,500g,6.5,https://www.luluhypermarket.com/medias/556859-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTU4MHxpbWFnZS9qcGVnfGhhMy9oNjEvOTYzNzM0MjI4MTc1OC81NTY4NTktMDEuanBnXzMwMFd4MzAwSHw2Y2RiMzMzMjc0N2FjNjMwNWIwZTVlODQ4ZWMxYjIzYjNmNDlkMGE2OWE0ZTM5ZTgyZTUxYzM1NjM1OTIyZmVj
Banana Red Poovan India,1kg,12.75,https://www.luluhypermarket.com/medias/16357-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNzkwMHxpbWFnZS9qcGVnfGgxOS9oM2EvOTgwOTAwNzY3MzM3NC8xNjM1Ny0wMS5qcGdfMzAwV3gzMDBIfDRkZWQ3MWJhYWU3OTRmNDlhODNmNmZiMTZjMjQyNTZhODA4MTJkZjk0YTYzNzZlNTE1YjIzM2U5ZDFhMWVlMWU
Garlic China,250g,2,https://www.luluhypermarket.com/medias/1090771-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDM5OHxpbWFnZS9qcGVnfGg0MS9oMTcvOTY2ODQwMzE2NzI2Mi8xMDkwNzcxLTAxLmpwZ18zMDBXeDMwMEh8MjRmMDg4OTRjZmYyYWU3NzcxNmE5ZDZjYWNiYTRmODFmYzI0MWU4ZWE5NjhiNjUzOTI0OTk1ZDFlMTY3YzI2Mw
Peaches White  Australia,500g,9,https://www.luluhypermarket.com/medias/385200-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzcyOHxpbWFnZS9qcGVnfGg4MS9oZTAvOTkzODE0OTgwMjAxNC8zODUyMDAtMDEuanBnXzMwMFd4MzAwSHw2MzNjYTVmMjA4ZGIwYzY0ZmVkYmEzMTg0YjEzMzE4YmRjMmY0NDhlZWE5ZmFlNjMyOTlmYzczYWJiODU2MTU2
Watermelon India,3kg,13,https://www.luluhypermarket.com/medias/524770-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjE5NnxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaDM0LzkxNDgwNzA3NTYzODIuanBnfDYwNmFjNDUxODFlOGJiZDkxZTZkMzEyNjZkZTc1M2ZlNmMxMGQzMWRiM2RhY2UwZmEwYTJjNWM4MjRmM2FkM2U
Holland Cabbage White imately,500g,9,https://www.luluhypermarket.com/medias/18763-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTczMXxpbWFnZS9qcGVnfGltYWdlcy9oZjQvaDVjLzkxNDc4MzgxNjkxMTguanBnfDlmNjA2NGUyOTdlYjA0NDY3YmJmMTI1N2FhYjg5NjhmNzViMWQ0M2RiMzAwN2M5Yjk1ZGMyOWMwMGRkN2M0YjE
Farmfresh Round Egg Plant Qatar,1kg,3.25,https://www.luluhypermarket.com/medias/1531626-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzA2MHxpbWFnZS9qcGVnfGhlZS9oYWQvOTc4MDkwMjgyMTkxOC8xNTMxNjI2LTAxLmpwZ18zMDBXeDMwMEh8YmViZmUzMTRjNWYxYmRkMGExYTNkNzhhNmYyMDliOTQ1MDFjYjBhMWYyYTgwM2M5YjJiYzZmYTY3MjFjZjA5YQ
Enoki Mushroom Thailand,1pkt,5.75,https://www.luluhypermarket.com/medias/258401-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTM3NXxpbWFnZS9qcGVnfGltYWdlcy9oNTMvaGNhLzkwODE2MTY0OTg3MTguanBnfDViYzU3Y2YxNzQxMzBmZTM0MWU1ZWNjNzQwMDZjNTY4YjIxYjRmN2Q0NjdkZGUyYTUyN2I4Y2ZkZmQwMmNjNDQ
Holland Lettuce Frisee Green,200g,9.75,https://www.luluhypermarket.com/medias/18832-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0OTE0OXxpbWFnZS9qcGVnfGltYWdlcy9oYmUvaDkyLzkxNDc4NDU4MzY4MzAuanBnfGNlZTYzNTQ1OGU3NzI2OTYwMmM1YTg2OWEzNjQ1MzIyZDU0YjVhN2Q1MzUzM2JlYmEwMGYyZTAwNWUxZTg3Zjk
Green Chilli Bird Thailand,1pkt,5.75,https://www.luluhypermarket.com/medias/383574-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NjI0N3xpbWFnZS9qcGVnfGltYWdlcy9oNWUvaGQxLzkwODQyNjgxNTA4MTQuanBnfGYzZmU5NGM2ODZiZGVmMjUwNzFjNTI4ODNhZjlmMzAzYTRmY2U5YTAwMWU3OWRmZTUxMTg4MTA5OGEyZWE3ZjM
Apple Royal Gala Italy,1kg,8.25,https://www.luluhypermarket.com/medias/197289-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0Mzk4OHxpbWFnZS9qcGVnfGgwMC9oNGUvOTc0MDAyMDEyMTYzMC8xOTcyODktMDEuanBnXzMwMFd4MzAwSHxhNDE5NTE2YmE0ZDcxNzJiYWYwNTk0MGE3MzdlMjE2NTBmMzUxOTcyYmMyZjVjM2JmNzZhZmYzYzRlYzQ0OGE3
Kiwi Iran,500g,3.25,https://www.luluhypermarket.com/medias/19176-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzODcwNXxpbWFnZS9qcGVnfGg5My9oOTMvOTc5MDE3MzExODQ5NC8xOTE3Ni0wMS5qcGdfMzAwV3gzMDBIfDk1OTdmZjRlNjQwZmYxZTRhNGZmZTAyMGE1ZTI3ZWI0MzVhOGI4OTkyZWRmY2NiZWIyZmY0YmFiOWViN2VkMzA
Fresh Cut Coconut,200g,6.5,https://www.luluhypermarket.com/medias/1055535-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjk2NnxpbWFnZS9qcGVnfGltYWdlcy9oZWMvaGUyLzkxNDgyMjYwNzY3MDIuanBnfGNlMTBiM2YzM2M5OWQ4YTYxYmJjOTYxYjk0NjVkMDRlMWVmODMyYzM4ZDc2NDM1MDA2ZmJhM2I1ZWEyZTMxMjE
Mixed Fruits,250g,8.25,https://www.luluhypermarket.com/medias/353615-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTgzNnxpbWFnZS9qcGVnfGltYWdlcy9oN2YvaDBmLzkxNDgwMDg4MjQ4NjIuanBnfDQ5OWM4ODU1M2RkZGEwNTAwMTMzOWU5NThiN2UzM2I2NGQxMWJhY2U5ODM0MzZhZTczZTc0NmMyM2FhYjQ0OWI
Strawberry,Packet,38,https://www.luluhypermarket.com/medias/389225-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0OTU5NHxpbWFnZS9qcGVnfGhiYS9oN2MvOTcwOTc4NDUzMDk3NC8zODkyMjUtMDEuanBnXzMwMFd4MzAwSHxlNWM4MDBiNThmYmZlYzg3NmQzOTljZjAyNDcwMDFlNDUxNzRlY2I2MTQ3NWM0ZDlmZDIxMDJhN2Q0M2IzMDZk
Baby Asparagus + Baby Corn,1pkt,7.5,https://www.luluhypermarket.com/medias/486559-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjY1NXxpbWFnZS9qcGVnfGhiMi9oN2YvOTc0MTYwNzYwMDE1OC80ODY1NTktMDEuanBnXzMwMFd4MzAwSHw4ZTYzNTE1ZmJmYTYzNDU5MTU2MmFmN2ZiZDJhN2FmNWQyMjNkMmUzZWUzYzc3MmI0OGVlZjhhYzE1YWY0ZTNk
Avocado Uganda,1kg,12,https://www.luluhypermarket.com/medias/1079401-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzI2NHxpbWFnZS9qcGVnfGhkMC9oNjkvOTczNjYxMjM4MDcwMi8xMDc5NDAxLTAxLmpwZ18zMDBXeDMwMEh8ODAzMTJmYzBkOTc4NmU1YTMzMGQ4MmE5ODc0YTQ3NGM4YmVlYzE0YTlhZjFlODM5NTFiNzg5MDVjNWY1ZDUyMA
Plums Yellow Spain,1kg,16,https://www.luluhypermarket.com/medias/18984-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTQ2NnxpbWFnZS9qcGVnfGltYWdlcy9oZDIvaDAwLzkxNDc4NjMwMDcyNjIuanBnfDQ5Yjk2YjcwNzIyMWEzMTE2MzBiYzA1OTUxMzkwODQ3MjgyN2RhYjkyZmZkMDhjMjY0ZjBjZDg0NmUwZmE5Yjc
Banana Rasakadali India,500g,6,https://www.luluhypermarket.com/medias/386254-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzYyOXxpbWFnZS9qcGVnfGltYWdlcy9oOWEvaDdiLzkxNDgwNDk1MjI3MTguanBnfDBkNzQ3NjYxZWMwZGViZWIwZDg2MzNhMzllMzIyODRlNzMyOGE0YzMxNzYwMTdlMTRjZDEwMzFlMzI4NWQzNjc
Nectarine White Australia,500g,9,https://www.luluhypermarket.com/medias/385199-0001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTYzMnxpbWFnZS9qcGVnfGltYWdlcy9oMzcvaDNhLzkxNDgwNDcxNjM0MjIuanBnfGFhOTY0NzQ3NDY2ZDVlMjAwNDIzNjdiZDRkNjY5OGU3ODdmNzY3ZTdjNWQ3NmMwYWI4NGM1NDhkZmJiMGI5YmQ
Mangosteen,Packet,17.75,https://www.luluhypermarket.com/medias/1128984-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4MzQ0OHxpbWFnZS9qcGVnfGltYWdlcy9oZTQvaGVlLzkxNjY1NjcyNzY1NzQuanBnfDM4MzY5NzkzODAzNTAwNDM3MjlhNmY3NjYxZDUwZTAzZjUwMmYyZjViMDk3MzUxM2U3Zjk4YzUzNjJjMjEzYTY
Apple Green Spain,1kg,8.25,https://www.luluhypermarket.com/medias/716337-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzOTAzOHxpbWFnZS9qcGVnfGg4ZS9oM2YvOTc5MDE2NDY5NzExOC83MTYzMzctMDEuanBnXzMwMFd4MzAwSHwzNzA2YzJiMTRkOTE4ODA0YTIxMTA2YWRiODM3YWRmYTcxYjUyYjEwNzAwY2MwZDAzMThiODI2YWFiOTBiOTc0
Farm Fresh White Pumpkin Qatar,1kg,3.25,https://www.luluhypermarket.com/medias/1754524-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTgxN3xpbWFnZS9qcGVnfGhmZS9oNjAvOTc4MDg0OTU0MTE1MC8xNzU0NTI0LTAxLmpwZ18zMDBXeDMwMEh8NTEwZGNkYzk4NDdlNzA1MjAzNzhlZTU3YWNmMTdmMjZiNTFmMTQxODlhYTg4M2RiNzc0MzY2NTRiMGU5ZDcyZQ
FarmFresh Long Chili Qatar,250g,0.75,https://www.luluhypermarket.com/medias/1531628-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNjIyNXxpbWFnZS9qcGVnfGgxMi9oNzIvOTc4MDg1OTYzMzY5NC8xNTMxNjI4LTAxLmpwZ18zMDBXeDMwMEh8Nzk2ZWI0ZTJiZTIwZmE2YWE2N2FmYzhlMGRmZWU0NDJmYzEzNjIxMzVkNDAwY2VlOGU2MzkyYTYyNDIwNTQ0Yw
Tomato Bunch Red Holland,1kg,25.5,https://www.luluhypermarket.com/medias/18846-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjA4NHxpbWFnZS9qcGVnfGltYWdlcy9oZjMvaGJmLzkxNDc4NDgxOTYxMjYuanBnfDljZWZmOWI5YzgyYmU2ZDI2YzMwYzA1NGIwNmViNGQzZjgwYTNkMmRkOGQ5YzdiYjAyYTI0ZDliYjU2ZGZiZWI
Rock Melon Oman,1pc,16.75,https://www.luluhypermarket.com/medias/377392-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjkzMHxpbWFnZS9qcGVnfGltYWdlcy9oNWUvaDRkLzkxNDgwMzMwMDc2NDYuanBnfDRjNzFkZTZmNmZiZmQxOWQ0ZDM5NzcxMDhiZDVhN2M3OWUzNTZhZTgyOGRkZTIzMjFkMTFjODUzZjRkMDMwOTc
Avocado Hass Mexico,500g,25.25,https://www.luluhypermarket.com/medias/1113595-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTE3OHxpbWFnZS9qcGVnfGltYWdlcy9oMzUvaDNjLzkxNDgyNDc5MDAxOTAuanBnfDFjOWQ4OTUwNjE1ODYzYWNkYzBiNDExN2FhNjRlM2M4MGM5ZWY0MDQ3YTdkMTk1Mzk3OTRiZjRlM2M3ZWFjN2I
Shredded Carrots,1Packet,32.75,https://www.luluhypermarket.com/medias/488084-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDExNDN8aW1hZ2UvanBlZ3xpbWFnZXMvaDE5L2hhNy85MDY5ODkwMTc1MDA2LmpwZ3w4ZThiYWE2NTg4N2YwZDU0OTFmNDY3ZTNiNDYyYzkzOGJmZWRlMjM0ZmNiYjA2ZTZhNGI5OWRhNGIxNzg3Zjgy
Raspberry Clamshell,170g,22.75,https://www.luluhypermarket.com/medias/643262-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NTAyMHxpbWFnZS9qcGVnfGltYWdlcy9oOTgvaGQ4LzkxMTIyNjY1MzkwMzguanBnfGRkMjVjZjQzNjVhYzE5NzFkZmVhOTEyMmZkZjU1MTFlZmY4MjM5MWM0ZjI3MTExYmFkZTk3YjU0NmRmNjBhNDE
Onion Bag Small,,7.5,https://www.luluhypermarket.com/medias/484556-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzkzNnxpbWFnZS9qcGVnfGgzNy9oNDEvOTgxMzEwNTUwODM4Mi80ODQ1NTYtMDEuanBnXzMwMFd4MzAwSHxhZjU4MjUxNzQ2YjY1ZjNmZGM3ZWIzNTczMDI3ZDMzZDRiOWIyNDI5NjRjYmQwZGYxMGEzYTY1MjkyNGFiYjY2
Kumquat South Africa,500g,28.25,https://www.luluhypermarket.com/medias/36452-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzY5M3xpbWFnZS9qcGVnfGltYWdlcy9oMzAvaDlhLzkxNzg0NDc4NzIwMzAuanBnfGUwYzQ0OTliZjU2M2I1N2E3MWNiZDA1YzZjYTNiNWRmYmRlOTYyMWVjNTdjY2Q3MzYyZWMyM2QzY2VmZjU0YWM
Tindly India,250g,3,https://www.luluhypermarket.com/medias/40443-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDQ3NXxpbWFnZS9qcGVnfGltYWdlcy9oZTkvaDkxLzkxNDc5MTQzODc0ODYuanBnfDgwNDZmMmIxMjc1YmJjYzgxYzBlMzhiNTJjYTJiN2M2ODg5MzI0Njk0OTFmYmM2NjU0ZGQ4ZDNkY2Q2ZTZiMjk
Cherry Tomato Holland,250g,9.75,https://www.luluhypermarket.com/medias/18849-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzOTI3OXxpbWFnZS9qcGVnfGltYWdlcy9oYzAvaDQwLzkwNzk3NjE1Njc3NzQuanBnfGYxZDMwMzkzNGJmYzE1ODhmNzBjZTdmNThkM2JkYTZlNTM4MzMzODkwZGViMDlhMTA2MWNhNGY2MzFhM2RmNWM
Holland Lettuce Oakleaf,200g,10.75,https://www.luluhypermarket.com/medias/18834-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzOTgyN3xpbWFnZS9qcGVnfGltYWdlcy9oMDEvaDQ4LzkxNDc4NDcwMTY0NzguanBnfGJjZjZmNjc0MzIyMDY1YjE2ZjFiZmI1YTIyZDYwM2JjMzlhYzMzMTE2NWM0Y2U5OTY3ZDRhM2E2YWI5ZDI2NmY
Fresh Cut Kiwi Fruit,250g,7.25,https://www.luluhypermarket.com/medias/1055536-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDQ4OHxpbWFnZS9qcGVnfGltYWdlcy9oYTcvaDliLzkxNDgyMjY2NjY1MjYuanBnfGM5YTQ0YmViM2FhMjA2MzU5ZDU5YTRiMzc1MmE4ZWM2OGQxZDdiNWEzNGRmOWYyNjFkNWY0ZjFjMWQ5MTgyOTM
Premium Capsicum Yellow Qatar,1pkt,15.5,https://www.luluhypermarket.com/medias/1391742-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzOTQ0MnxpbWFnZS9qcGVnfGhjMy9oOGMvOTc4ODUzNDY1Mjk1OC8xMzkxNzQyLTAxLmpwZ18zMDBXeDMwMEh8YzdkOThhNTJmMWQ0OTJiZTJmZDk4NDFlMjQwNTQ3MTNiNWZiZWQ0YmE0ZDdlNDNiNzhiYjFhMGNmOWMzZWZlZQ
Snake Gourd India,500g,6,https://www.luluhypermarket.com/medias/40361-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTg0M3xpbWFnZS9qcGVnfGltYWdlcy9oOGMvaDlhLzkxNDc5MDkwNzkwNzAuanBnfGUyNDI3NTk5ODAyZTMxODczMWJmZGUwNWYyOTQ3ZjI5MzZhYjQyMDAzZjhkZjE4NTEwYjZlY2E2MjQ5OTBhZTY
Guava Indonesia,1kg,24.5,https://www.luluhypermarket.com/medias/1059508-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDkwMXxpbWFnZS9qcGVnfGltYWdlcy9oM2MvaGI4LzkxNDgyMzM3NDQ0MTQuanBnfDM3NWIyZmIwOWZlYzQzODg5MWU1ODBiNmM5Nzk2ZGFlMjI2ZDVjZThiOTJiYWJkYzI2N2I4ODdiZWZiODIzY2I
Sliced Sweet Melon,250g,6.75,https://www.luluhypermarket.com/medias/42898-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTI1NHxpbWFnZS9qcGVnfGltYWdlcy9oYzMvaDVlLzkxNDc5NDgwMDc0NTQuanBnfDQ5NmVkZDU0ZjA4ODBkMmI3ZDE2ZGI3MGI2NjBkZGU1Yjc4MmVmMjc2NjIwMzgwODkwMmUxMzVmNWUzYjIzYmY
Leeks Holland,1pc,8.5,https://www.luluhypermarket.com/medias/18829-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDYzNnxpbWFnZS9qcGVnfGltYWdlcy9oNDQvaGFiLzkxNjY1NTEzNTEzMjYuanBnfGFhODZmMWNlMzA4YTc2NzRjN2FlYjcyOGQ5YzQ0M2I2NzJiMDZlMTRkOWFjNGE3MjZlNmY1Yjc1OTM3NDRiNzY
Farm Fresh Eggplant,1kg,2.75,https://www.luluhypermarket.com/medias/649494-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNzIzN3xpbWFnZS9qcGVnfGltYWdlcy9oMzcvaDhkLzkxNDg4MjE1Njk1NjYuanBnfGEzZDNjMDVjMzY0MWZmMzExM2E2YWYyMTE4YWZmZTM4ODM2NDUyNmFiNDZmOWJhZTk1ZGJjMGYwZGU5YjdkZTQ
Red Cabbage,1kg,2.25,https://www.luluhypermarket.com/medias/18556-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzk2OHxpbWFnZS9qcGVnfGltYWdlcy9oNGMvaDRjLzkxNDc4MTM5ODYzMzQuanBnfDkwMzE5MjE2MDIxMTVmYzAwZmVmMjlhMDM0MTMxZDFmYWE3MDRlNDM4MDYzYWQ2YzcxNGM1NmQ1MzJjNjVmOWY
Longan Fruit Thailand,300g,9,https://www.luluhypermarket.com/medias/19102-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzc4Nzl8aW1hZ2UvanBlZ3xpbWFnZXMvaDJkL2g3Ny85MTQ4NzMwNjcxMTM0LmpwZ3wwODBjZDRjM2Y2NmQzOGU3YzUyOTUwZDhmMzhjYzk1MGYxNzY5NDkzZTdkOTVmZWM5NWFhNDRhYjVkMDc1YTk0
Small Onion India,250g,4.25,https://www.luluhypermarket.com/medias/40381-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDgzMnxpbWFnZS9qcGVnfGltYWdlcy9oMmQvaGM5LzkxNDg3NDI0Njc2MTQuanBnfGE5MTE5ZTUzMmRjODJlMjBjNmVkNjk1MjU5MTg5MDRhOTA4NGExMTE3ZGEwNjNiOGM4YWU1ZjAyZjQ1MDIxN2Q
Green Mango India,500g,8,https://www.luluhypermarket.com/medias/40421-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTY1MnxpbWFnZS9qcGVnfGltYWdlcy9oNjAvaDJlLzkxNDc5MTMyMDc4MzguanBnfDc1YTQzN2I5ZmExZmYyNTk4YWU5M2NjM2E3MmE5MDEyMGRjMzI3MjFjODcyNTQyMGI2M2VmYjJjOWU0MDhiNTc
Aravi Small,500g,3.25,https://www.luluhypermarket.com/medias/188649-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTMyM3xpbWFnZS9qcGVnfGltYWdlcy9oZDEvaGFjLzkxNDc5NzY5NzQzNjYuanBnfDgyOGVhMjliNjVhOWMzMTkwYWNiODYwNWY0ZDgwZmIxZjNmZjRjZjZiMjUyZTJiOTJkMjZlZTk2MmVhMDVhMTg
